loopIteration,timeUs,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],quat[0],quat[1],quat[2],quat[3],alpha[0],alpha[1],alpha[2],quatSp[0],quatSp[1],quatSp[2],quatSp[3],gyroSp[0],gyroSp[1],gyroSp[2],alphaSp[0],alphaSp[1],alphaSp[2],spfSp[0],spfSp[1],spfSp[2],dv[0],dv[1],dv[2],dv[3],dv[4],dv[5],u[0],u[1],u[2],u[3],u[4],u[5],u[6],u[7],u_state[0],u_state[1],u_state[2],u_state[3],u_state[4],u_state[5],u_state[6],u_state[7],omega[0],omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omegaUnfiltered[0],omegaUnfiltered[1],omegaUnfiltered[2],omegaUnfiltered[3],omegaUnfiltered[4],omegaUnfiltered[5],omegaUnfiltered[6],omegaUnfiltered[7],omega_dot[0],omega_dot[1],omega_dot[2],omega_dot[3],omega_dot[4],omega_dot[5],omega_dot[6],omega_dot[7],pos[0],pos[1],pos[2],extTime,extPos[0],extPos[1],extPos[2],posSp[0],posSp[1],posSp[2],vel[0],vel[1],vel[2],extVel[0],extVel[1],extVel[2],velSp[0],velSp[1],velSp[2],accSp[0],accSp[1],accSp[2],extQuat[0],extQuat[1],extQuat[2],extQuat[3],ekf_pos[0],ekf_pos[1],ekf_pos[2],ekf_vel[0],ekf_vel[1],ekf_vel[2],ekf_quat[0],ekf_quat[1],ekf_quat[2],ekf_quat[3],ekf_acc_b[0],ekf_acc_b[1],ekf_acc_b[2],ekf_gyro_b[0],ekf_gyro_b[1],ekf_gyro_b[2],motor_0_rls_x[0],motor_0_rls_x[1],motor_0_rls_x[2],motor_0_rls_x[3],motor_1_rls_x[0],motor_1_rls_x[1],motor_1_rls_x[2],motor_1_rls_x[3],motor_2_rls_x[0],motor_2_rls_x[1],motor_2_rls_x[2],motor_2_rls_x[3],motor_3_rls_x[0],motor_3_rls_x[1],motor_3_rls_x[2],motor_3_rls_x[3],imu_rls_x[0],imu_rls_x[1],imu_rls_x[2],fx_x_rls_x[0],fx_x_rls_x[1],fx_x_rls_x[2],fx_x_rls_x[3],fx_y_rls_x[0],fx_y_rls_x[1],fx_y_rls_x[2],fx_y_rls_x[3],fx_z_rls_x[0],fx_z_rls_x[1],fx_z_rls_x[2],fx_z_rls_x[3],fx_p_rls_x[0],fx_p_rls_x[1],fx_p_rls_x[2],fx_p_rls_x[3],fx_p_rls_x[4],fx_p_rls_x[5],fx_p_rls_x[6],fx_p_rls_x[7],fx_q_rls_x[0],fx_q_rls_x[1],fx_q_rls_x[2],fx_q_rls_x[3],fx_q_rls_x[4],fx_q_rls_x[5],fx_q_rls_x[6],fx_q_rls_x[7],fx_r_rls_x[0],fx_r_rls_x[1],fx_r_rls_x[2],fx_r_rls_x[3],fx_r_rls_x[4],fx_r_rls_x[5],fx_r_rls_x[6],fx_r_rls_x[7],learnerGains[0],learnerGains[1],learnerGains[2],learnerGains[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,timeMs,timeS
0,0,-0.005,0.0,0.0012,0.0,1605,0,0.0,-0.003490658498693331,0.0,-0.010471975496079993,-0.010471975496079993,0.003490658498693331,-0.507570751953125,0.7613561279296874,-9.720458740234374,-0.239420166015625,0.469263525390625,-9.447519750976562,0.0,0.0,0.0,0.0,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,283.0,286.0,286.0,293.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.392,3543.599,7207.226,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,0.0
4,1988,-0.005,0.0,0.0012,0.0,1588,0,0.0,-0.003490658498693331,0.0017453292493466656,-0.005235987748039996,0.006981316997386662,0.006981316997386662,-0.507570751953125,0.7661445312499999,-9.730035546875,-0.3447650390625,0.5746083984375,-10.395623608398436,0.0,0.0005291005291005291,0.0,0.0,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,0.0,0.0,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,283.0,286.0,283.0,290.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.398,3543.62,7207.272,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1.988,0.0019879999999999997
8,3974,-0.005,0.0,0.0012,0.0,1588,0,0.0,-0.008726646246733328,0.003490658498693331,0.0,-0.01570796324411999,0.006981316997386662,-0.5123591552734374,0.7805097412109374,-9.730035546875,0.0909796630859375,0.7422025146484375,-9.974244116210937,0.0,0.0005291005291005291,0.0,0.0005291005291005291,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.00012304663467454166,0.00036913990402362494,0.0,0.0002460932693490833,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,283.0,286.0,283.0,292.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.402,3543.641,7207.318,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,3.974,0.003974
12,5962,-0.005,0.0,0.0012,0.0,1588,228,0.0017453292493466656,-0.008726646246733328,0.005235987748039996,0.0,-0.013962633994773325,0.005235987748039996,-0.51714755859375,0.7805097412109374,-9.730035546875,-0.699106884765625,0.143652099609375,-9.428366137695312,0.0005291005291005291,0.0005291005291005291,0.0,0.0005291005291005291,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,-0.17453292493466654,0.17453292493466654,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.1,0.00012304663467454166,0.00036913990402362494,0.0,0.0002460932693490833,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,281.0,286.0,284.0,290.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.407,3543.662,7207.364,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,5.962,0.005961999999999999
16,7949,-0.005,0.0,0.0012,0.0,1588,228,0.0,-0.01221730474542666,0.005235987748039996,-0.008726646246733328,-0.022689280241506654,0.0017453292493466656,-0.5123591552734374,0.7757213378906249,-9.715670336914062,-1.4413093994140624,0.1005564697265625,-9.849745629882811,0.0,0.0005291005291005291,0.0,0.0005291005291005291,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,-0.17453292493466654,0.17453292493466654,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.3490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.3,-0.1,0.00012304663467454166,0.00036913990402362494,0.0,0.00036913990402362494,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,281.0,286.0,281.0,292.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.412,3543.682,7207.41,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,7.949,0.007949
20,9936,-0.005,0.0,0.0012,0.0,1588,228,0.0,-0.006981316997386662,0.0017453292493466656,-0.006981316997386662,-0.008726646246733328,0.0,-0.51714755859375,0.7757213378906249,-9.710881933593749,-0.9002198242187499,0.6416460449218749,-10.060435375976562,0.0,0.0005291005291005291,0.0,0.0,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,-0.17453292493466654,0.17453292493466654,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,284.0,286.0,284.0,292.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.417,3543.703,7207.456,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,9.936,0.009936
24,11923,-0.005,0.0,0.0012,0.0,1588,228,0.0017453292493466656,-0.005235987748039996,0.0017453292493466656,0.005235987748039996,-0.005235987748039996,0.003490658498693331,-0.5219359619140624,0.7948749511718749,-9.715670336914062,-0.27293898925781246,0.8714894042968749,-9.868899243164062,0.0,0.0005291005291005291,0.0,0.0,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,-0.17453292493466654,0.17453292493466654,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,283.0,284.0,284.0,293.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.422,3543.724,7207.502,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,11.923,0.011923
28,13910,-0.005,0.0,0.0012,0.0,1588,228,0.003490658498693331,-0.006981316997386662,0.0,0.008726646246733328,-0.006981316997386662,0.0017453292493466656,-0.51714755859375,0.8044517578125,-9.720458740234374,-0.51714755859375,1.1013327636718748,-10.026916552734374,0.0,0.0005291005291005291,0.0,0.0,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.00012304663467454166,0.00036913990402362494,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,281.0,287.0,281.0,293.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.427,3543.745,7207.548,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,13.91,0.013909999999999999
32,15897,-0.005,0.0,0.0012,0.0,1588,228,0.0017453292493466656,-0.005235987748039996,-0.003490658498693331,0.005235987748039996,-0.01919862174281332,-0.005235987748039996,-0.51714755859375,0.7948749511718749,-9.720458740234374,-0.6177040283203125,0.8714894042968749,-9.289502441406249,0.0,0.0005291005291005291,0.0,0.0,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,0.1,0.0,0.00036913990402362494,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,283.0,286.0,283.0,291.0,0.0,0.0,0.0,0.0,286.0,286.0,284.0,293.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.432,3543.766,7207.594,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,15.897,0.015896999999999998
36,17884,-0.005,0.0,0.0012,0.0,1588,228,0.003490658498693331,-0.006981316997386662,-0.005235987748039996,0.003490658498693331,-0.008726646246733328,-0.01221730474542666,-0.5123591552734374,0.7757213378906249,-9.715670336914062,-0.8475473876953125,0.7613561279296874,-9.658209497070311,0.0,0.0005291005291005291,0.0,0.0,0.47409868340100897,0.005906238464377999,-0.04798818752307124,0.8791682047496001,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.006981316997386662,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,0.1,0.0,0.00036913990402362494,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,283.0,286.0,283.0,292.0,0.0,0.0,0.0,0.0,283.0,287.0,284.0,290.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2910.432,3543.766,7207.594,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,10.43,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,17.884,0.017884
