loopIteration,timeUs,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],quat[0],quat[1],quat[2],quat[3],alpha[0],alpha[1],alpha[2],quatSp[0],quatSp[1],quatSp[2],quatSp[3],gyroSp[0],gyroSp[1],gyroSp[2],alphaSp[0],alphaSp[1],alphaSp[2],spfSp[0],spfSp[1],spfSp[2],dv[0],dv[1],dv[2],dv[3],dv[4],dv[5],u[0],u[1],u[2],u[3],u[4],u[5],u[6],u[7],u_state[0],u_state[1],u_state[2],u_state[3],u_state[4],u_state[5],u_state[6],u_state[7],omega[0],omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omegaUnfiltered[0],omegaUnfiltered[1],omegaUnfiltered[2],omegaUnfiltered[3],omegaUnfiltered[4],omegaUnfiltered[5],omegaUnfiltered[6],omegaUnfiltered[7],omega_dot[0],omega_dot[1],omega_dot[2],omega_dot[3],omega_dot[4],omega_dot[5],omega_dot[6],omega_dot[7],pos[0],pos[1],pos[2],extTime,extPos[0],extPos[1],extPos[2],posSp[0],posSp[1],posSp[2],vel[0],vel[1],vel[2],extVel[0],extVel[1],extVel[2],velSp[0],velSp[1],velSp[2],accSp[0],accSp[1],accSp[2],extQuat[0],extQuat[1],extQuat[2],extQuat[3],ekf_pos[0],ekf_pos[1],ekf_pos[2],ekf_vel[0],ekf_vel[1],ekf_vel[2],ekf_quat[0],ekf_quat[1],ekf_quat[2],ekf_quat[3],ekf_acc_b[0],ekf_acc_b[1],ekf_acc_b[2],ekf_gyro_b[0],ekf_gyro_b[1],ekf_gyro_b[2],motor_0_rls_x[0],motor_0_rls_x[1],motor_0_rls_x[2],motor_0_rls_x[3],motor_1_rls_x[0],motor_1_rls_x[1],motor_1_rls_x[2],motor_1_rls_x[3],motor_2_rls_x[0],motor_2_rls_x[1],motor_2_rls_x[2],motor_2_rls_x[3],motor_3_rls_x[0],motor_3_rls_x[1],motor_3_rls_x[2],motor_3_rls_x[3],imu_rls_x[0],imu_rls_x[1],imu_rls_x[2],fx_x_rls_x[0],fx_x_rls_x[1],fx_x_rls_x[2],fx_x_rls_x[3],fx_y_rls_x[0],fx_y_rls_x[1],fx_y_rls_x[2],fx_y_rls_x[3],fx_z_rls_x[0],fx_z_rls_x[1],fx_z_rls_x[2],fx_z_rls_x[3],fx_p_rls_x[0],fx_p_rls_x[1],fx_p_rls_x[2],fx_p_rls_x[3],fx_p_rls_x[4],fx_p_rls_x[5],fx_p_rls_x[6],fx_p_rls_x[7],fx_q_rls_x[0],fx_q_rls_x[1],fx_q_rls_x[2],fx_q_rls_x[3],fx_q_rls_x[4],fx_q_rls_x[5],fx_q_rls_x[6],fx_q_rls_x[7],fx_r_rls_x[0],fx_r_rls_x[1],fx_r_rls_x[2],fx_r_rls_x[3],fx_r_rls_x[4],fx_r_rls_x[5],fx_r_rls_x[6],fx_r_rls_x[7],learnerGains[0],learnerGains[1],learnerGains[2],learnerGains[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,timeMs,timeS
0,0,-0.0024,0.0,0.0,0.0,1531,275,0.003490658498693331,0.0,-0.01221730474542666,-0.006981316997386662,-0.006981316997386662,0.0017453292493466656,-0.411802685546875,0.3016694091796875,-9.777919580078125,-0.469263525390625,1.0534487304687499,-10.065223779296874,0.0,0.0005291005291005291,0.0005291005291005291,0.0,0.7881136950904393,0.00036913990402362494,-0.025224560108281037,0.6149870801033591,0.17453292493466654,0.0,-0.8726646246733328,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,0.0,0.3490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.3,0.00012304663467454166,0.0002460932693490833,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,261.0,270.0,0.0,0.0,0.0,0.0,262.0,262.0,263.0,271.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,0.0
4,1987,-0.0024,0.0,0.0,0.0,1531,275,0.0017453292493466656,0.0,-0.008726646246733328,0.01570796324411999,0.003490658498693331,0.005235987748039996,-0.4213794921875,0.3112462158203125,-9.7683427734375,0.08140285644531249,0.6847416748046875,-9.964667309570311,0.0,0.0005291005291005291,0.0,0.0,0.7881136950904393,0.00036913990402362494,-0.025224560108281037,0.6149870801033591,0.0,0.0,-0.6981316997386662,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,0.0,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.2,0.00012304663467454166,0.0002460932693490833,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,261.0,270.0,0.0,0.0,0.0,0.0,263.0,263.0,260.0,268.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,1.987,0.001987
8,3974,-0.0024,0.0,0.0,0.0,1531,275,0.003490658498693331,0.005235987748039996,0.005235987748039996,-0.008726646246733328,0.0017453292493466656,0.022689280241506654,-0.39264907226562495,0.316034619140625,-9.7683427734375,-0.5219359619140624,1.0917559570312498,-9.581595043945311,0.0005291005291005291,0.0,0.0,0.0,0.7881136950904393,0.00036913990402362494,-0.025224560108281037,0.6149870801033591,0.17453292493466654,0.17453292493466654,-0.5235987748039996,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,-0.17453292493466654,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.1,-0.1,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,261.0,270.0,0.0,0.0,0.0,0.0,262.0,265.0,262.0,269.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,3.974,0.003974
12,5961,-0.0024,0.0,0.0,0.0,1531,275,0.003490658498693331,0.003490658498693331,0.01221730474542666,0.01221730474542666,0.005235987748039996,0.022689280241506654,-0.40222587890625,0.32561142578124996,-9.753977563476562,0.2442085693359375,0.05746083984375,-9.275137231445312,0.0005291005291005291,0.0,0.0,0.0,0.7881136950904393,0.00036913990402362494,-0.025224560108281037,0.6149870801033591,0.17453292493466654,0.17453292493466654,-0.17453292493466654,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,0.0,-0.3490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.3,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,261.0,270.0,0.0,0.0,0.0,0.0,260.0,263.0,262.0,268.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,5.961,0.005961
16,7948,-0.0024,0.0,0.0,0.0,1531,275,0.005235987748039996,0.003490658498693331,0.022689280241506654,-0.003490658498693331,0.005235987748039996,0.026179938740199984,-0.37828386230468747,0.2825157958984375,-9.734823950195311,-0.2346317626953125,0.47884033203125,-10.32379755859375,0.0010582010582010583,0.0,0.0,0.0005291005291005291,0.7881136950904393,0.00036913990402362494,-0.025101513473606497,0.6151101267380337,0.3490658498693331,0.17453292493466654,0.3490658498693331,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,0.0,-0.5235987748039996,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.1,-0.5,0.0004921865386981666,0.00012304663467454166,0.0,0.0002460932693490833,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,261.0,270.0,0.0,0.0,0.0,0.0,262.0,263.0,260.0,271.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,7.948,0.007948
20,9935,-0.0024,0.0,0.0,0.0,1531,275,0.003490658498693331,0.005235987748039996,0.017453292493466655,0.005235987748039996,0.005235987748039996,0.01221730474542666,-0.39743747558593745,0.2537853759765625,-9.730035546875,-0.023942016601562498,0.009576806640625,-9.821015209960937,0.0005291005291005291,0.0,0.0,0.0,0.7881136950904393,0.00036913990402362494,-0.025101513473606497,0.6151101267380337,0.17453292493466654,0.17453292493466654,0.5235987748039996,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,-0.17453292493466654,-0.3490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.4,0.00036913990402362494,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0002460932693490833,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,261.0,270.0,0.0,0.0,0.0,0.0,263.0,263.0,263.0,269.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,9.935,0.009935
24,11921,-0.0024,0.0,0.0,0.0,1531,275,0.003490658498693331,-0.0017453292493466656,0.017453292493466655,0.003490658498693331,-0.003490658498693331,0.010471975496079993,-0.3687070556640625,0.24899697265624998,-9.734823950195311,-1.484405029296875,0.1484405029296875,-9.950302099609374,0.0005291005291005291,0.0,0.0,0.0005291005291005291,0.7881136950904393,0.00036913990402362494,-0.025101513473606497,0.6151101267380337,0.17453292493466654,0.0,0.6981316997386662,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,0.0,-0.3490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.4,0.00036913990402362494,0.00012304663467454166,0.0,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0002460932693490833,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,262.0,270.0,0.0,0.0,0.0,0.0,262.0,263.0,260.0,268.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,11.921,0.011921
28,13908,-0.0024,0.0,0.0,0.0,1531,275,0.008726646246733328,0.0,0.0017453292493466656,0.01221730474542666,-0.006981316997386662,-0.008726646246733328,-0.39264907226562495,0.27293898925781246,-9.773131176757811,-0.7996633544921875,0.316034619140625,-9.045293872070312,0.0005291005291005291,0.0005291005291005291,0.0,0.0,0.7879906484557647,0.00036913990402362494,-0.025101513473606497,0.6151101267380337,0.3490658498693331,0.0,0.5235987748039996,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.3490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.1,0.0002460932693490833,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,0.0002460932693490833,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,262.0,270.0,0.0,0.0,0.0,0.0,262.0,263.0,262.0,269.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,13.908,0.013908
32,15895,-0.0024,0.0,0.0,0.0,1531,135,-0.0017453292493466656,-0.003490658498693331,-0.003490658498693331,-0.005235987748039996,-0.005235987748039996,-0.01570796324411999,-0.39743747558593745,0.2920926025390625,-9.787496386718749,-1.1731588134765625,-0.1388636962890625,-9.677363110351562,0.0,0.0,0.0,0.0,0.7879906484557647,0.00036913990402362494,-0.025101513473606497,0.6151101267380337,0.17453292493466654,0.0,0.3490658498693331,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,0.0,0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0002460932693490833,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,262.0,270.0,0.0,0.0,0.0,0.0,263.0,265.0,260.0,269.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,15.895,0.015895
36,17882,-0.0024,0.0,0.0,0.0,1531,135,0.008726646246733328,-0.0017453292493466656,-0.01570796324411999,0.01570796324411999,-0.005235987748039996,-0.017453292493466655,-0.4165910888671875,0.27293898925781246,-9.811438403320311,-0.44532150878906246,0.4213794921875,-9.3852705078125,0.0005291005291005291,0.0005291005291005291,0.0005291005291005291,0.0,0.7881136950904393,0.00036913990402362494,-0.025101513473606497,0.6151101267380337,0.17453292493466654,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,-0.17453292493466654,0.0,0.3490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.3,0.0002460932693490833,0.00036913990402362494,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0002460932693490833,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,262.0,263.0,262.0,270.0,0.0,0.0,0.0,0.0,262.0,263.0,260.0,272.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.505,-6.869,-0.072,180936032,1.505,-6.869,-0.073,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7881136950904393,0.009966777408637873,-0.013535129814199581,0.6152331733727082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,1,1,17.882,0.017882
